Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Toyota Corolla,2016,2.0,4.35,68755,Diesel,Individual,Manual,2
Kia Seltos,2005,11.99,32.68,213296,Diesel,Individual,Automatic,0
Honda City,2013,6.69,15.43,40201,Diesel,Dealer,Manual,2
Kia Seltos,2015,9.42,15.55,165371,Diesel,Individual,Manual,0
Skoda Rapid,2019,17.98,30.54,14587,Petrol,Individual,Automatic,3
Honda City,2011,4.45,12.58,132785,Petrol,Dealer,Manual,1
Tata Nexon,2006,3.86,14.81,29124,CNG,Dealer,Automatic,3
Ford EcoSport,2022,13.85,28.16,135429,Petrol,Individual,Automatic,3
Maruti Swift,2017,9.24,22.05,115284,Diesel,Individual,Automatic,3
Kia Seltos,2021,9.96,26.83,30762,CNG,Dealer,Manual,0
Maruti Baleno,2014,7.64,13.61,122674,CNG,Individual,Automatic,2
Hyundai Verna,2019,5.6,11.36,20775,Diesel,Individual,Automatic,2
Hyundai i20,2014,4.53,11.73,202277,CNG,Dealer,Automatic,2
Toyota Corolla,2018,20.24,28.99,224720,Petrol,Dealer,Automatic,3
Tata Nexon,2013,2.63,9.66,166941,Diesel,Individual,Automatic,2
Mahindra Scorpio,2023,19.28,25.28,207990,CNG,Individual,Manual,3
Ford EcoSport,2011,14.18,29.31,248876,Petrol,Dealer,Automatic,1
Toyota Corolla,2005,7.46,30.31,185462,Diesel,Dealer,Manual,1
Maruti Swift,2009,7.03,20.58,213472,Petrol,Individual,Manual,2
Mahindra Scorpio,2023,24.43,28.07,61866,Petrol,Dealer,Manual,1
Renault Kwid,2013,1.36,4.44,152214,CNG,Dealer,Manual,0
Mahindra XUV500,2011,3.24,7.75,9331,Petrol,Dealer,Manual,1
Renault Kwid,2013,4.17,11.47,189544,CNG,Individual,Automatic,0
Maruti Baleno,2018,7.17,19.16,65148,CNG,Individual,Automatic,3
Mahindra XUV500,2008,4.87,22.99,50771,CNG,Individual,Automatic,1
Toyota Corolla,2022,13.11,21.41,170542,Diesel,Dealer,Manual,0
Volkswagen Polo,2014,11.73,27.69,230825,Diesel,Individual,Manual,1
Hyundai Verna,2005,2.13,5.52,18444,CNG,Dealer,Automatic,2
Honda City,2015,2.56,6.89,230121,Petrol,Individual,Manual,3
Toyota Fortuner,2021,18.91,26.4,214417,Petrol,Dealer,Manual,1
Tata Nexon,2021,11.31,24.0,181687,Petrol,Individual,Manual,0
Tata Nexon,2007,11.0,25.42,208990,Diesel,Individual,Manual,1
Hyundai i20,2022,16.29,28.77,168521,Diesel,Individual,Automatic,0
Tata Nexon,2017,6.95,14.79,61235,Diesel,Individual,Manual,1
Volkswagen Polo,2015,2.44,7.26,24731,Petrol,Individual,Manual,1
Toyota Fortuner,2013,6.06,12.92,213542,Diesel,Dealer,Automatic,0
Tata Nexon,2008,3.46,9.48,146167,CNG,Dealer,Manual,0
Renault Kwid,2015,9.84,26.27,45088,CNG,Individual,Manual,1
Hyundai i20,2023,16.71,28.88,160049,Petrol,Individual,Manual,2
Tata Nexon,2006,7.43,21.08,144931,Petrol,Dealer,Manual,0
Maruti Baleno,2006,10.91,30.25,206000,Diesel,Individual,Automatic,1
Mahindra XUV500,2009,12.43,27.32,72560,Diesel,Dealer,Automatic,2
Hyundai Verna,2015,15.74,32.91,75027,Petrol,Dealer,Automatic,2
Volkswagen Polo,2013,18.03,31.73,59545,CNG,Individual,Automatic,0
Ford EcoSport,2012,1.0,2.12,229383,Diesel,Individual,Manual,2
Honda City,2012,11.91,23.23,55411,CNG,Individual,Manual,3
Mahindra XUV500,2013,6.1,17.94,241436,Petrol,Individual,Manual,3
Maruti Baleno,2018,3.83,7.7,142863,CNG,Individual,Automatic,1
Renault Kwid,2020,1.87,3.6,48220,CNG,Dealer,Manual,0
Ford EcoSport,2017,9.78,25.83,33261,Diesel,Dealer,Manual,3
Tata Nexon,2023,10.52,16.71,147412,Diesel,Individual,Manual,1
Maruti Swift,2017,9.92,28.79,115304,Diesel,Dealer,Automatic,3
Hyundai i20,2021,11.61,31.11,186693,Petrol,Individual,Manual,2
Skoda Rapid,2021,9.3,17.63,244879,CNG,Dealer,Automatic,3
Maruti Baleno,2021,20.27,25.19,208754,Petrol,Dealer,Automatic,0
Toyota Fortuner,2019,15.18,30.73,73187,Diesel,Dealer,Automatic,1
Renault Kwid,2019,10.75,17.54,74619,Diesel,Individual,Automatic,1
Honda City,2016,5.81,16.39,69222,Diesel,Dealer,Automatic,1
Mahindra Scorpio,2006,5.5,18.79,234408,Petrol,Individual,Manual,1
Honda City,2012,2.64,7.19,10295,Petrol,Individual,Manual,2
Maruti Swift,2010,3.61,7.27,182443,Diesel,Dealer,Manual,1
Honda City,2011,8.02,22.51,185954,Petrol,Dealer,Manual,0
Renault Kwid,2019,6.8,19.61,85758,Diesel,Individual,Manual,2
Maruti Baleno,2011,6.99,22.02,94110,CNG,Dealer,Manual,3
Renault Kwid,2023,26.89,31.51,75864,Diesel,Individual,Manual,1
Ford EcoSport,2017,12.27,21.93,243188,CNG,Dealer,Automatic,1
Maruti Baleno,2008,0.83,2.31,74224,Diesel,Individual,Automatic,1
Renault Kwid,2015,17.96,29.59,62745,Diesel,Individual,Automatic,0
Honda City,2016,7.18,21.5,157586,Petrol,Individual,Automatic,1
Honda City,2021,14.17,28.24,99488,CNG,Individual,Manual,0
Volkswagen Polo,2013,10.35,18.18,249145,Petrol,Individual,Automatic,1
Honda City,2020,1.54,2.5,237366,Diesel,Dealer,Automatic,2
Toyota Corolla,2012,7.26,18.42,244689,CNG,Dealer,Manual,3
Maruti Swift,2018,3.15,4.46,132337,Petrol,Dealer,Automatic,3
Maruti Baleno,2021,11.69,20.85,118766,CNG,Individual,Automatic,3
Volkswagen Polo,2006,5.83,23.39,210463,Petrol,Individual,Manual,2
Mahindra Scorpio,2013,12.94,34.82,230864,Petrol,Dealer,Manual,3
Maruti Baleno,2022,11.1,23.59,173678,Petrol,Individual,Automatic,3
Hyundai Verna,2014,3.86,8.31,157606,CNG,Individual,Manual,1
Toyota Corolla,2011,7.83,25.89,42412,CNG,Dealer,Automatic,2
Kia Seltos,2009,13.2,31.97,233163,CNG,Dealer,Manual,1
Maruti Swift,2017,2.11,6.04,174771,Diesel,Individual,Manual,1
Volkswagen Polo,2020,2.05,4.3,17856,Diesel,Individual,Manual,1
Hyundai Verna,2012,13.27,24.15,60654,CNG,Individual,Automatic,1
Mahindra XUV500,2013,10.77,34.48,210704,Petrol,Individual,Manual,2
Mahindra Scorpio,2006,9.85,32.81,219178,CNG,Individual,Automatic,1
Mahindra XUV500,2005,4.4,12.1,223194,Petrol,Individual,Manual,0
Hyundai i20,2018,10.63,18.78,140549,CNG,Individual,Automatic,0
Mahindra Scorpio,2010,6.37,15.56,38371,Petrol,Dealer,Manual,0
Mahindra Scorpio,2010,8.96,26.96,217153,Petrol,Dealer,Manual,3
Hyundai Verna,2023,3.1,5.33,156212,Diesel,Individual,Automatic,3
Mahindra XUV500,2021,16.09,34.39,188276,Petrol,Dealer,Manual,3
Skoda Rapid,2007,9.05,21.55,183168,Petrol,Dealer,Automatic,1
Honda City,2022,8.17,18.66,92228,CNG,Dealer,Manual,3
Tata Nexon,2019,23.33,32.77,182265,CNG,Individual,Manual,1
Mahindra XUV500,2018,15.93,32.2,63706,Diesel,Dealer,Manual,2
Renault Kwid,2011,8.61,17.06,232320,CNG,Individual,Manual,3
Renault Kwid,2008,2.41,5.42,234700,Petrol,Dealer,Automatic,2
Renault Kwid,2019,7.59,10.08,153362,Petrol,Individual,Automatic,3
Maruti Baleno,2014,2.45,5.63,178101,Diesel,Dealer,Automatic,0
Renault Kwid,2014,6.74,19.95,232870,Petrol,Dealer,Automatic,2
Tata Nexon,2019,15.65,33.95,55893,CNG,Individual,Automatic,3
Tata Nexon,2011,9.9,30.47,158463,Petrol,Dealer,Manual,2
Mahindra Scorpio,2015,8.19,12.58,137669,Petrol,Individual,Automatic,2
Ford EcoSport,2017,8.83,27.93,154962,Diesel,Dealer,Automatic,1
Toyota Corolla,2009,2.56,8.32,30457,Diesel,Individual,Manual,1
Hyundai Verna,2006,1.95,6.87,57137,Diesel,Individual,Manual,1
Maruti Swift,2005,7.03,34.76,168616,Diesel,Dealer,Automatic,0
Ford EcoSport,2009,4.26,8.86,184357,Petrol,Dealer,Automatic,3
Volkswagen Polo,2005,4.11,13.25,55903,Diesel,Dealer,Manual,0
Maruti Swift,2014,17.69,31.56,219674,CNG,Dealer,Automatic,1
Skoda Rapid,2018,4.8,11.07,246424,Petrol,Individual,Automatic,3
Skoda Rapid,2022,20.71,28.05,110649,Petrol,Individual,Automatic,2
Ford EcoSport,2010,8.67,24.06,139847,Diesel,Individual,Automatic,1
Honda City,2013,3.42,10.12,191256,Diesel,Dealer,Automatic,0
Renault Kwid,2014,8.47,23.83,41382,CNG,Individual,Automatic,2
Skoda Rapid,2017,1.3,3.86,90820,Diesel,Dealer,Automatic,3
Skoda Rapid,2015,14.82,33.15,164011,Diesel,Individual,Manual,2
Toyota Fortuner,2007,5.65,17.01,94493,Petrol,Dealer,Automatic,2
Maruti Swift,2021,1.65,2.45,6359,Petrol,Individual,Manual,3
Maruti Swift,2017,16.71,25.65,35782,Petrol,Individual,Automatic,2
Skoda Rapid,2012,4.15,14.32,101188,Petrol,Dealer,Manual,0
Kia Seltos,2006,4.05,19.13,103375,CNG,Individual,Automatic,0
Ford EcoSport,2007,4.21,13.97,50708,CNG,Dealer,Manual,2
Skoda Rapid,2022,12.51,29.76,239241,Diesel,Individual,Manual,2
Toyota Fortuner,2005,4.03,13.5,102151,CNG,Dealer,Automatic,1
Hyundai i20,2015,11.04,28.82,174808,CNG,Individual,Automatic,2
Skoda Rapid,2021,15.62,24.79,91038,Diesel,Individual,Automatic,0
Kia Seltos,2008,5.84,18.36,140383,CNG,Dealer,Manual,2
Honda City,2017,6.83,10.39,7580,CNG,Dealer,Automatic,1
Toyota Corolla,2021,3.2,4.84,38545,CNG,Dealer,Automatic,1
Ford EcoSport,2023,14.4,20.29,214486,Petrol,Individual,Manual,1
Honda City,2022,3.53,9.13,244423,Petrol,Individual,Manual,2
Volkswagen Polo,2007,3.75,8.95,244900,Petrol,Dealer,Automatic,0
Mahindra Scorpio,2008,6.61,16.87,43897,CNG,Dealer,Automatic,3
Volkswagen Polo,2013,5.93,10.45,48284,Petrol,Dealer,Manual,0
Maruti Swift,2007,8.39,24.34,213138,Petrol,Dealer,Manual,2
Maruti Swift,2023,19.76,34.88,138909,Diesel,Dealer,Manual,2
Hyundai Verna,2017,13.74,30.66,80147,CNG,Dealer,Automatic,2
Toyota Corolla,2009,1.35,3.27,41943,CNG,Dealer,Automatic,1
Hyundai i20,2014,2.65,6.63,240048,CNG,Dealer,Manual,2
Ford EcoSport,2021,12.6,16.5,202206,Petrol,Individual,Manual,0
Kia Seltos,2009,13.8,33.61,150980,CNG,Individual,Manual,1
Ford EcoSport,2022,4.29,9.02,44220,CNG,Dealer,Manual,0
Volkswagen Polo,2019,13.47,19.91,38697,Petrol,Dealer,Manual,0
Mahindra Scorpio,2005,5.52,15.69,167357,Diesel,Dealer,Manual,3
Volkswagen Polo,2017,1.23,2.74,22790,Diesel,Dealer,Automatic,1
Honda City,2016,13.25,26.7,237264,CNG,Individual,Manual,1
Renault Kwid,2020,12.31,26.04,212693,Petrol,Dealer,Automatic,0
Skoda Rapid,2017,6.52,16.11,106999,CNG,Dealer,Manual,0
Renault Kwid,2005,7.7,29.73,41948,CNG,Individual,Automatic,3
Maruti Baleno,2005,0.73,4.02,154229,Diesel,Dealer,Automatic,0
Toyota Corolla,2010,11.6,33.08,200667,CNG,Dealer,Manual,1
Tata Nexon,2012,8.17,19.51,195884,Petrol,Dealer,Manual,2
Skoda Rapid,2018,11.69,23.91,197479,CNG,Dealer,Manual,2
Toyota Fortuner,2012,1.64,3.82,107565,Diesel,Individual,Manual,3
Skoda Rapid,2005,8.67,26.63,236615,Diesel,Individual,Manual,3
Maruti Baleno,2005,7.82,24.17,237084,Diesel,Dealer,Manual,0
Renault Kwid,2017,7.76,15.78,121625,Petrol,Dealer,Manual,0
Ford EcoSport,2009,11.48,25.92,209561,Petrol,Individual,Manual,2
Mahindra Scorpio,2007,2.3,9.63,212353,Petrol,Dealer,Automatic,2
Tata Nexon,2005,9.86,32.18,247556,Petrol,Dealer,Automatic,2
Tata Nexon,2013,4.93,8.97,50802,Petrol,Dealer,Automatic,0
Ford EcoSport,2020,9.15,16.8,179223,Petrol,Dealer,Automatic,2
Maruti Baleno,2009,2.01,5.04,111242,CNG,Dealer,Manual,1
Ford EcoSport,2013,4.66,16.53,239417,Petrol,Dealer,Manual,3
Hyundai Verna,2006,8.1,31.25,192588,Diesel,Dealer,Manual,2
Tata Nexon,2014,5.97,16.85,213655,Petrol,Individual,Manual,3
Hyundai i20,2021,13.64,18.98,90603,Petrol,Dealer,Automatic,1
Mahindra XUV500,2015,9.57,28.81,128962,Petrol,Dealer,Automatic,3
Toyota Fortuner,2013,8.54,23.2,140174,CNG,Individual,Manual,0
Hyundai Verna,2013,9.83,24.15,60186,Petrol,Individual,Automatic,3
Volkswagen Polo,2017,4.04,7.76,244662,Diesel,Individual,Manual,1
Honda City,2014,16.18,26.73,133156,Petrol,Dealer,Manual,2
Skoda Rapid,2011,6.91,21.13,194454,CNG,Dealer,Automatic,2
Honda City,2021,9.63,22.49,55624,Petrol,Individual,Automatic,0
Toyota Corolla,2008,8.22,21.22,60264,Petrol,Dealer,Manual,0
Ford EcoSport,2005,3.26,11.15,177704,Petrol,Dealer,Automatic,2
Mahindra XUV500,2008,9.83,28.26,31962,CNG,Individual,Automatic,1
Mahindra XUV500,2013,1.44,3.1,232021,CNG,Individual,Automatic,1
Hyundai i20,2009,3.32,6.77,34765,Diesel,Individual,Manual,0
Kia Seltos,2023,3.58,7.85,78631,Diesel,Individual,Manual,1
Ford EcoSport,2015,8.71,25.35,182586,CNG,Individual,Automatic,1
Honda City,2013,12.67,28.73,220375,CNG,Individual,Manual,0
Hyundai i20,2012,1.62,4.6,247287,Petrol,Individual,Automatic,2
Maruti Baleno,2013,5.19,16.68,206587,Petrol,Individual,Automatic,0
Renault Kwid,2013,14.23,28.91,161926,Diesel,Dealer,Automatic,0
Maruti Baleno,2022,17.6,31.43,134651,CNG,Individual,Automatic,0
Kia Seltos,2011,9.99,22.62,44199,Diesel,Dealer,Manual,0
Kia Seltos,2005,2.91,11.85,164236,Diesel,Dealer,Manual,1
Maruti Baleno,2018,14.1,31.61,133140,Diesel,Individual,Automatic,3
Mahindra Scorpio,2019,18.34,33.18,88629,CNG,Dealer,Automatic,1
Renault Kwid,2005,5.57,14.93,243972,Petrol,Individual,Automatic,2
Mahindra XUV500,2007,1.78,6.85,215373,CNG,Dealer,Automatic,2
Maruti Baleno,2009,17.01,34.55,138964,CNG,Individual,Manual,0
Hyundai i20,2022,6.97,10.48,157418,Diesel,Dealer,Manual,0
Hyundai Verna,2005,6.42,17.16,99238,Petrol,Dealer,Automatic,1
Tata Nexon,2015,11.45,20.7,236391,Diesel,Dealer,Automatic,2
Toyota Corolla,2007,8.84,30.27,17834,CNG,Dealer,Automatic,0
Tata Nexon,2022,13.66,28.85,153645,Petrol,Dealer,Manual,0
Hyundai i20,2021,6.93,17.55,74224,Diesel,Dealer,Automatic,0
Toyota Corolla,2019,11.63,29.8,77959,CNG,Individual,Automatic,1
Mahindra Scorpio,2013,5.28,12.01,234608,CNG,Dealer,Automatic,3
Volkswagen Polo,2006,4.78,20.84,201278,Petrol,Individual,Manual,2
Hyundai i20,2020,1.07,2.48,47679,Petrol,Individual,Automatic,3
Renault Kwid,2022,13.49,34.49,110928,CNG,Individual,Automatic,3
Toyota Corolla,2012,11.94,31.44,214870,Diesel,Dealer,Automatic,3
Hyundai Verna,2010,1.5,3.78,74002,Diesel,Dealer,Automatic,3
Maruti Swift,2007,3.0,8.93,179698,Diesel,Dealer,Manual,3
Tata Nexon,2013,6.3,11.08,33834,Petrol,Individual,Manual,3
Kia Seltos,2013,8.04,15.17,149916,CNG,Individual,Manual,2
Kia Seltos,2017,11.22,17.8,196168,CNG,Dealer,Automatic,3
Maruti Swift,2019,10.32,28.59,242239,Diesel,Dealer,Manual,2
Tata Nexon,2021,6.62,10.08,181540,Diesel,Dealer,Manual,2
Honda City,2005,3.93,16.4,121062,Diesel,Individual,Manual,2
Mahindra Scorpio,2005,1.91,5.49,22140,CNG,Individual,Manual,3
Tata Nexon,2017,18.74,34.25,169512,CNG,Dealer,Manual,0
Maruti Swift,2019,7.25,17.69,220190,Diesel,Individual,Manual,0
Toyota Corolla,2016,13.93,33.97,50227,Diesel,Individual,Manual,2
Hyundai i20,2023,3.23,4.09,209238,CNG,Individual,Automatic,2
Kia Seltos,2011,2.25,6.96,79489,Diesel,Dealer,Automatic,0
Volkswagen Polo,2008,6.85,31.63,162483,Petrol,Dealer,Manual,1
Volkswagen Polo,2023,12.53,31.54,208738,Diesel,Dealer,Manual,1
Mahindra XUV500,2015,18.0,32.19,120248,Petrol,Dealer,Manual,0
Tata Nexon,2009,3.09,8.96,44322,Diesel,Dealer,Manual,0
Hyundai i20,2012,13.37,29.67,226736,Diesel,Individual,Manual,3
Renault Kwid,2013,17.0,33.72,74506,CNG,Individual,Manual,0
Toyota Corolla,2022,13.97,24.68,224356,Petrol,Individual,Automatic,0
Maruti Swift,2020,18.86,29.1,126943,CNG,Dealer,Automatic,0
Mahindra XUV500,2017,7.62,15.16,141427,Diesel,Individual,Manual,3
Hyundai Verna,2014,14.49,25.86,92273,Diesel,Dealer,Manual,3
Kia Seltos,2013,5.06,9.59,70453,Diesel,Dealer,Automatic,0
Mahindra XUV500,2010,1.04,3.96,33523,Diesel,Dealer,Automatic,0
Maruti Swift,2018,20.1,27.65,44767,CNG,Individual,Automatic,2
Mahindra Scorpio,2005,3.6,10.85,106489,Diesel,Dealer,Manual,3
Mahindra XUV500,2019,4.54,10.96,223816,CNG,Individual,Manual,2
Tata Nexon,2016,12.9,23.53,228232,CNG,Individual,Automatic,3
Renault Kwid,2011,12.31,22.85,170043,Diesel,Dealer,Manual,0
Hyundai i20,2006,5.08,17.88,240568,Petrol,Individual,Automatic,2
Maruti Baleno,2005,7.63,26.18,109060,CNG,Dealer,Manual,1
Renault Kwid,2019,7.84,19.58,248753,Petrol,Dealer,Manual,2
Toyota Corolla,2022,4.25,5.48,112983,CNG,Dealer,Manual,2
Honda City,2017,7.36,16.63,209541,Petrol,Individual,Automatic,2
Maruti Baleno,2014,4.67,8.3,91269,CNG,Dealer,Automatic,2
Hyundai i20,2018,7.83,14.74,224882,CNG,Individual,Manual,0
Toyota Corolla,2022,11.15,18.49,171415,Diesel,Dealer,Automatic,0
Kia Seltos,2023,20.43,26.43,76240,CNG,Individual,Automatic,0
Volkswagen Polo,2015,11.67,34.5,124107,Petrol,Dealer,Automatic,1
Tata Nexon,2008,2.96,9.71,226576,Diesel,Individual,Manual,1
Volkswagen Polo,2009,3.66,12.25,19588,Petrol,Dealer,Automatic,2
Mahindra XUV500,2014,4.4,15.29,62609,Diesel,Individual,Manual,0
Ford EcoSport,2019,7.44,10.32,179898,Diesel,Dealer,Automatic,3
Skoda Rapid,2023,5.72,7.98,146129,Diesel,Individual,Automatic,2
Tata Nexon,2023,2.67,6.18,163814,Petrol,Dealer,Manual,2
Ford EcoSport,2023,4.33,5.57,15588,CNG,Dealer,Automatic,3
Skoda Rapid,2023,5.74,11.85,139011,Petrol,Individual,Manual,3
Maruti Baleno,2019,1.08,2.22,220288,CNG,Dealer,Manual,0
Maruti Baleno,2005,4.83,19.28,13720,Petrol,Dealer,Automatic,3
Ford EcoSport,2010,5.02,15.03,209580,Diesel,Individual,Automatic,0
Hyundai i20,2017,5.51,11.56,225375,CNG,Individual,Automatic,2
Renault Kwid,2009,6.94,14.45,54892,Diesel,Individual,Manual,3
Maruti Baleno,2006,12.06,30.87,164359,CNG,Individual,Automatic,0
Hyundai Verna,2021,9.8,14.11,203937,CNG,Individual,Manual,3
Skoda Rapid,2006,1.66,5.22,132522,CNG,Dealer,Automatic,2
Hyundai Verna,2019,14.56,21.45,242957,CNG,Individual,Manual,2
Ford EcoSport,2009,2.18,5.36,88029,Diesel,Dealer,Manual,1
Honda City,2006,5.26,15.59,19901,CNG,Dealer,Manual,0
Volkswagen Polo,2007,7.27,28.33,47875,Diesel,Individual,Automatic,3
Toyota Fortuner,2020,4.58,10.31,54063,CNG,Dealer,Automatic,3
Mahindra Scorpio,2016,1.46,2.73,196083,CNG,Dealer,Automatic,2
Volkswagen Polo,2020,11.07,28.92,172795,Diesel,Individual,Automatic,2
Maruti Swift,2013,9.4,23.42,144593,CNG,Individual,Manual,0
Honda City,2006,4.84,13.07,34960,CNG,Individual,Manual,2
Volkswagen Polo,2015,2.97,6.21,184772,Diesel,Individual,Manual,3
Honda City,2022,21.52,27.89,160223,Petrol,Dealer,Manual,3
Tata Nexon,2012,8.49,25.04,34873,Petrol,Dealer,Manual,1
Honda City,2019,4.05,6.12,118920,Diesel,Individual,Manual,2
Volkswagen Polo,2007,7.69,22.34,98562,Diesel,Individual,Manual,1
Renault Kwid,2007,6.79,30.61,173410,Diesel,Individual,Manual,2
Maruti Baleno,2012,5.91,19.94,57132,Diesel,Dealer,Manual,0
Hyundai Verna,2008,13.26,31.82,146294,Diesel,Individual,Automatic,0
Skoda Rapid,2014,15.49,27.93,238982,CNG,Dealer,Automatic,0
Mahindra XUV500,2020,13.87,20.3,216674,CNG,Individual,Manual,0
Toyota Corolla,2010,1.57,3.08,112334,Diesel,Individual,Manual,1
Tata Nexon,2013,8.1,18.16,212627,Diesel,Dealer,Manual,0
Renault Kwid,2020,6.19,9.7,11277,Petrol,Dealer,Automatic,1
Renault Kwid,2021,15.19,22.41,11869,CNG,Dealer,Manual,3
Honda City,2019,8.62,19.76,39033,Diesel,Individual,Automatic,2
Maruti Swift,2011,4.22,15.97,155033,Petrol,Dealer,Automatic,2
Tata Nexon,2016,13.46,25.2,182228,Petrol,Individual,Manual,1
Skoda Rapid,2023,17.95,26.63,13562,Petrol,Individual,Manual,3
Toyota Fortuner,2020,24.32,33.58,59708,Diesel,Individual,Manual,0
Tata Nexon,2011,11.77,29.47,45581,CNG,Dealer,Manual,1
Toyota Corolla,2005,2.68,13.35,7347,CNG,Dealer,Manual,2
Maruti Baleno,2012,8.49,20.83,106583,Petrol,Dealer,Automatic,0
Maruti Swift,2019,7.46,15.83,231489,CNG,Dealer,Manual,0
Maruti Baleno,2017,4.39,8.57,248722,Petrol,Individual,Manual,3
Skoda Rapid,2018,2.98,8.33,63595,CNG,Dealer,Automatic,2
Toyota Fortuner,2017,9.89,23.58,83616,Diesel,Dealer,Automatic,1
Honda City,2012,5.62,12.22,79176,Diesel,Dealer,Manual,3
Ford EcoSport,2017,21.54,33.18,47039,CNG,Dealer,Automatic,2
Kia Seltos,2017,13.2,31.75,141885,CNG,Individual,Manual,0
Toyota Corolla,2019,4.27,11.73,30989,CNG,Dealer,Automatic,1
Mahindra Scorpio,2017,18.31,31.96,28482,Petrol,Individual,Automatic,1
Toyota Corolla,2011,12.48,33.56,134493,Petrol,Dealer,Automatic,0
Maruti Baleno,2017,1.29,3.17,76524,CNG,Individual,Manual,0
Maruti Swift,2008,12.46,28.74,126831,Petrol,Individual,Manual,0
Honda City,2006,13.36,34.81,65692,Petrol,Dealer,Manual,0
Hyundai Verna,2019,14.4,22.09,209239,Diesel,Individual,Manual,2
Ford EcoSport,2021,14.31,21.67,217373,Petrol,Dealer,Manual,2
Mahindra XUV500,2011,8.02,24.71,185292,Petrol,Dealer,Manual,1
Volkswagen Polo,2009,1.84,7.37,54725,CNG,Dealer,Manual,1
Mahindra XUV500,2020,19.47,25.02,215906,Petrol,Dealer,Manual,3
Toyota Fortuner,2007,4.88,20.38,247088,Petrol,Dealer,Automatic,2
Ford EcoSport,2008,8.09,33.54,171433,Petrol,Individual,Automatic,0
Maruti Baleno,2015,9.27,21.63,12971,Diesel,Individual,Automatic,2
Toyota Fortuner,2016,15.67,33.99,140004,Petrol,Dealer,Automatic,0
Renault Kwid,2014,9.04,24.43,74134,Diesel,Dealer,Automatic,2
Mahindra Scorpio,2013,13.62,23.65,86015,CNG,Dealer,Manual,0
Toyota Fortuner,2009,4.61,16.79,28259,Petrol,Individual,Automatic,3
Toyota Corolla,2007,9.81,34.98,31309,CNG,Dealer,Automatic,3
Hyundai i20,2022,12.06,27.36,28880,CNG,Dealer,Manual,2
Toyota Corolla,2013,7.68,28.32,76694,CNG,Dealer,Manual,3
Maruti Swift,2017,12.18,26.43,244354,CNG,Dealer,Manual,0
Maruti Baleno,2007,0.5,2.04,86588,CNG,Individual,Manual,1
Mahindra Scorpio,2019,2.39,4.62,9791,Petrol,Individual,Automatic,0
Skoda Rapid,2005,7.89,20.86,196634,Diesel,Individual,Automatic,1
Honda City,2019,12.87,23.25,225412,Petrol,Individual,Manual,3
Honda City,2022,1.36,2.67,87015,Petrol,Dealer,Automatic,1
Skoda Rapid,2019,4.59,9.92,29028,Petrol,Individual,Automatic,0
Hyundai Verna,2007,13.26,33.25,232802,CNG,Dealer,Manual,1
Kia Seltos,2009,6.83,20.04,105808,Petrol,Dealer,Automatic,3
Maruti Baleno,2005,9.73,25.71,230931,Petrol,Dealer,Automatic,2
Volkswagen Polo,2018,2.35,5.7,137888,Petrol,Individual,Automatic,3
Ford EcoSport,2017,9.23,18.01,115034,Diesel,Dealer,Manual,0
Maruti Baleno,2018,13.5,20.44,43428,CNG,Dealer,Manual,1
Volkswagen Polo,2014,7.45,18.91,22718,Diesel,Dealer,Manual,2
Skoda Rapid,2023,22.19,25.43,151075,CNG,Dealer,Manual,3
Tata Nexon,2015,12.66,31.1,34072,Diesel,Individual,Automatic,2
Maruti Baleno,2009,4.91,22.0,72936,Diesel,Individual,Manual,3
Honda City,2014,0.98,2.2,184289,CNG,Dealer,Automatic,3
Maruti Baleno,2021,21.49,32.62,43665,Diesel,Individual,Automatic,0
Hyundai i20,2009,13.37,31.9,95815,CNG,Individual,Automatic,2
Maruti Swift,2016,7.22,11.55,14465,Petrol,Dealer,Automatic,2
Mahindra XUV500,2016,14.65,24.82,215084,Petrol,Individual,Manual,3
Volkswagen Polo,2016,5.71,14.82,24659,CNG,Dealer,Manual,3
Renault Kwid,2015,5.07,7.81,205903,Diesel,Individual,Automatic,3
Honda City,2011,5.92,17.86,118528,CNG,Individual,Manual,0
Toyota Corolla,2018,9.44,16.25,170505,Petrol,Dealer,Automatic,3
Tata Nexon,2007,4.36,17.86,204416,CNG,Dealer,Automatic,3
Mahindra XUV500,2021,4.17,7.73,50530,Diesel,Individual,Manual,3
Volkswagen Polo,2020,19.66,26.31,173157,Petrol,Individual,Automatic,2
Mahindra XUV500,2015,13.94,28.54,133256,Petrol,Dealer,Manual,1
Renault Kwid,2011,9.83,18.18,20701,CNG,Individual,Manual,3
Mahindra Scorpio,2018,12.62,27.5,184115,CNG,Individual,Automatic,3
Honda City,2017,6.37,16.38,22198,CNG,Dealer,Automatic,2
Ford EcoSport,2009,11.51,33.83,31783,Diesel,Individual,Automatic,3
Ford EcoSport,2006,6.66,18.51,122969,Petrol,Individual,Manual,0
Toyota Fortuner,2010,5.61,17.87,54713,Diesel,Individual,Automatic,3
Toyota Fortuner,2009,8.7,19.22,42921,Petrol,Dealer,Automatic,2
Honda City,2016,12.35,23.6,111283,Petrol,Dealer,Automatic,2
Tata Nexon,2011,2.19,4.77,31325,Diesel,Individual,Automatic,3
Honda City,2014,5.85,15.75,198823,Petrol,Dealer,Automatic,3
Kia Seltos,2016,7.56,23.63,114733,Diesel,Individual,Manual,0
